publisher_id,bgg_id,name_en,description,country_code
pub_1425,1425,H. P. Gibson & Sons,"<p>H. P. Gibson &amp; Sons Limited was formed in 1919.</p> <p>See also <br /> <a href=""/boardgamepublisher/103/gibsons"" >Gibsons</a><br /> <a href=""/boardgamepublisher/3211/gibson-game-company"" >Gibso",
pub_7206,7206,Halsam,"<p>Halsam was founded in 1917 by brothers-in-law Harold Elliot (&quot;Hal&quot;) and Sam Goss Jr. (&quot;Sam&quot;). The company started making toys, games and wooden blocks.</p> <p>The Halsam company",
pub_17717,17717,Hershey,<p>Confectionery supplier</p>,
pub_58490,58490,Hobby-Werkhaus,"<p>Subtitle: Feine Holz- und Spielwaren</p> <p>Reference to an historical catalogue: <a rel=""nofollow"" href=""https://katalog.landesmuseum.de/object/96C66AD40E4E4C248E4B299D62D934B9-katalog-unser-neues",
pub_7438,7438,John Deere,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1670,1670,Magnetic Poetry Inc,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21393,21393,McCormick & Co,<p>Famous for their spices. They linked their promotional game to the Bee Brand range of their products.</p>,
pub_8760,8760,Melissa & Doug,"<p>From their web site:</p> <p>From puzzles to puppets, plush to play food, magnetic activities, music, wooden toys and more, Melissa &amp; Doug&reg; is one of the leading designers and manufacturers ",
pub_52893,52893,Meridian Point Products,"<p>Meridian Point is a maker of discount board games, lawn games, and drinking games available at discount retailers such as Bed Bath &amp; Beyond, TJ Maxx, and Five Below.</p>",
pub_1645,1645,Miko,<p>Miko Products BV<br /> Archimedesbaan 16<br /> 3439 ME Nieuwegein<br /> Nederland</p> <p>T: +31 (0)30 - 605 70 30<br /> F: +31 (0)30 - 605 08 03<br /> Email: info@miko.nl</p>,
pub_2368,2368,Murfett,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_39048,39048,The Noble Collection,<p>This board game publisher put out games like Harry Potter Wizard Chess.</p>,
pub_45579,45579,O'Gowna Studio,"<p>O'Gowna Studio is located in the village of Naul in North County Dublin, Ireland. They have been hand-making chess sets and reproductions of ancient Celtic games since 1989. The master craftsman is",
pub_10852,10852,Old Time Games,"<p>Publisher of handcrafted Kubb games since 1999, Old Time Games also offers an assortment of other traditional games.</p>",
pub_1840,1840,Avid Press,"<p>Avid Press, Inc.<br /> New Paltz, NY 12561</p>",
pub_730,730,"Legendary Games, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1721,1721,Regal Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1254,1254,Channel Craft,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2224,2224,Jewish Educational Toys,"<p>Jewish Educational Toys was established in 1984 to bring quality games, toys, and Judaica products to the wholesale market at a reasonable cost. Today, most of our products are produced exclusively",
pub_16991,16991,Nadel & Sons Toy Corp.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_11187,11187,Oriental Trading Company,"<p>Publisher of assorted games and playing cards. Also manufacturer of childrens' toys and novelties, party supplies, educational supplies and craft supplies.</p>",
pub_49933,49933,Professor Puzzle Games,"<p>We are driven by a belief in the benefits of challenging the mind and the importance of creative play.</p> <p>Our purpose is to develop and deliver products that exercise brains, spark imaginations",
pub_875,875,Schylling,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_17985,17985,Toyrific,"<p>seems to be a specialist to copy ideas/games</p> <p><a rel=""nofollow"" href=""http://www.wiltonbradley.com/page.php?xPage=aboutus.html"" onclick=""window.open(this.href, '_blank'); return false;"">http:",
pub_4916,4916,Toysmith,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_561,561,Bowman Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_22367,22367,Grey Gnome Games,"<p>Grey Gnome Games is an indie board game design company. We have published numerous games via the crowdfunding platform Kickstarter, and more recently using the Crowd Sale platform on the Game Craft",
pub_26489,26489,The Elephant Chess Club,"<p>Publisher of internationalized editions of Xiangqi and Shogi, as well as printed instructions and tutorial videos.</p> <p>www.elephantchess.com</p>",
pub_25994,25994,Miao Trading Company,<p>Active in the mid 1980's.</p>,
pub_4910,4910,Pintoy,"<p>One of the brand names for <a rel=""nofollow"" href=""http://boardgamegeek.com/boardgamepublisher/1087/pin-international"" onclick=""window.open(this.href, '_blank'); return false;"">Pin International</a",
pub_9114,9114,The Suns,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2757,2757,Cafe Games,"<p>Cafe Games is dedicated to producing top quality european-style games for the English language market worldwide. Its portfolio is small, but strong and growing fast. We are now producing several ne",
pub_1043,1043,Herder Spiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_16840,16840,Altap,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6285,6285,Bookmark Verlag,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7548,7548,Brückner Spiele,<p>Company was founded during the late 19th century in Chemnitz; using the slogan 'Die beliebten Br&uuml;cknerspiele' from up 1949 the 'two foxes' logo was introduced. Br&uuml;ckner was dispossessed i,
pub_11456,11456,Carlo Coriolani,"<p>Published &quot;Il dilettevole Gioco di Loca&quot; [Game of Goose] in Venice, about 1640.</p>",
pub_47965,47965,Daniel Mercier Chocolatier & Créateur,<p>Chocolate and game maker</p>,
pub_11487,11487,David Funck,<p>Publisher in Nuremberg about 1685-1700.</p>,
pub_4567,4567,Djeco,"<p>DJECO offers a range of classic and original games for children and families !</p> <p>To know more about the brand, please visit our website :<br /> www.djeco.com</p> <p>If you have any question, y",
pub_47555,47555,Dominioni Editore,"<p>We are a publishing company specialising in books, games, souvenirs from the Como, Lario, Lecco, Brianza and Ticino areas. We value the area with books of different nature: novels, essays and guide",
pub_16838,16838,Douwe Egberts,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1074,1074,Egel-Spelen,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_9177,9177,Epinal,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_16844,16844,Galleryplay,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_11483,11483,Georg Nikolaus Renner,"<p>Georg Nikolaus Renner (1803-1854) was an art dealer and publisher* in Nuremberg from 1826. From 1835/1837 was his brother-in-law, Friedrich Schuster, a partner. From 1837 to 1868 was the name of th",
pub_11236,11236,H. Overton,<p>At Ye White Horse without Newgate.</p>,
pub_11459,11459,Johann Raab,<p>Johann Raab started to work in Nuremberg 1816. Published &quot;Das G&auml;nse-Spiel&quot; and &quot;Jagd-Spiel&quot; about 1825 .</p>,
pub_11458,11458,Johann Trautner,<p>Johann Trautner worked as book- and artseller in Nuremberg from about 1725. In 1768 the son Johann August Trautner (1745-1803) took over the business. The widow of Johann August Trautner took over ,
pub_8454,8454,Jos. Scholz,"<p>Joseph Carl Scholz (1768-1813) founded his publishing company 1793 in Wiesbaden, but moved to Mainz in 1829. During the years 1832-1880 Christian Scholz operated the company.<br /> The company was ",
pub_459,459,Kadon Enterprises,"<p>Publisher of many fine handcrafted and laser-cut &quot;gamepuzzles.&quot;</p> <p>Microbadge now available: <a href=""/microbadge/27322""><img alt='Microbadge: Kadon Enterprises fan' onmouseover=""retu",
pub_8001,8001,Kids Games Ltd,,
pub_7310,7310,Koster Brothers,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_11457,11457,Martin Fritz,"<p>Martin Fritz published &quot;G&auml;nsespiel&quot; [Game og Goose] in Cologne, about 1650.</p>",
pub_2926,2926,Nederlandse Spellenfabriek B.V. Amsterdam,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6397,6397,Nürburg Spiele,"<p>1948: Franz Dumke Spielefabrik, Blankenheim<br /> since 1970's: N&uuml;rburg-Spiele</p>",
pub_39977,39977,La Petite Boîte,<p>This boardgame publisher created a version of Happy Families called La R&eacute;volution fran&ccedil;aise.</p>,
pub_11764,11764,R. H. Laurie,"<p>Richard Holmes Laurie was at the 53 Fleet Street address between 1813 and 1859. The father of Richard Holmes Laurie was Robert Laurie, an engraver (from 1779) and publisher, who worked with James W",
pub_7806,7806,Reader's Digest,"<p>RDA markets a wide variety of products &mdash; books, magazines, music, videos, plus educational and digital products. Its marketing reach extends to 130 million in 78 countries. And its global foo",
pub_11486,11486,René Ackermann,"<p>Publisher in Wissembourg, in the early 20th century.</p>",
pub_16836,16836,Ricon,,
pub_9106,9106,Rubinstein,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1917,1917,Selecta Spielzeug,"<p><strong>Selecta Spielzeug</strong> was purchased by Pegasus Spiele in January 2015.</p> <p><strong><a class="""" href=""/wiki/page/Microbadge#"">Microbadge</a></strong></p> <p><a href=""/microbadge/9900",
pub_1318,1318,Sio,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_964,964,Tactic,"<p>Tactic Games Oy, which publishes games under the brand <strong>Tactic</strong>, has been a leading creator and producer of best-selling board games for several decades. Today, in addition to the bo",
pub_1311,1311,Y.E.S. A/S,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3251,3251,The British Museum,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_54959,54959,Dar Al-Saffar,<p>Iraq game publisher</p>,
pub_50685,50685,HistoryGames.it,"<p>HistoryGames.it is a producer of handmade ancient games, all built as faithfully as possible to their historical counterparts.</p>",
pub_359,359,Selchow & Righter,"<p>1986 - Coleco bought out Selchow &amp; Righter, since they were wrecked when the bottom fell out of the Trivial Pursuit market.</p>",
pub_9014,9014,Senet Belgium,"<p>The link provided below is dead as of late 2023. It seems the URL was senetgame.be circa 2013 (see image 1677639), but that's also dead now.</p>",
pub_42076,42076,Stellar Factory,"<p>Stellar Factory is a maker of goods and experiences based out of Boulder, CO.</p> <hr /> <p><strong>Admin Note:</strong></p> <ul> <li> <strong>Stellar Factory</strong> was formerly known as <strong",
pub_3013,3013,Fragor Games,"<p><em>From the Fragor Games website:</em></p> <p>Fragor Games was set up in August 2004 by Fraser and Gordon Lamont. In the years following its first release (Leapfrog) in 2004, Fragor Games has esta",
pub_5805,5805,AG Müller (AGMüller),<p>Board game publisher.</p>,
pub_6092,6092,Bielefelder Spielkarten,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21248,21248,Castrol,<p>The oil company</p>,
pub_1210,1210,Clicker Spiele,"<p><br /> <strong>Microbadge</strong></p> <p><a href=""/microbadge/2324""><img alt='Microbadge: Clicker Spiele fan' onmouseover=""return overlib('Clicker Spiele fan', WRAP );"" onmouseout=""return nd();"" t",
